Index,mol_min,Chemical name,DILI_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_Sum_float,Transporter_binary_score,Binary_Characterization
82,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)Cc1ccc(O)cc1)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1[nH]cnc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O)C)C)CO)C)C,Corticotropin,0,680.70825,0,0,3,5,68,0,44,0,630,71,139,322,158,1054.8042,1.6742924,0,0,207,0,0,308,0,56,58,0,1,0.64965147,-2.6922758,-0.54394507,0.57264227,2.7499182,-2.8883224,-0.53807992,0.57413155,2.7045341,-2.4375277,-0.38983461,0.70942581,3.0029185,412.09576,149,0.44744745,45,641,49,333,8,186,0.55855858,547,0,238.21095,182.17941,128.37646,136.91017,152.86887,107.85753,64.438751,72.461906,36,0,0.77804083,122,0,-0.86279356,-0.44163546,0.079497941,3.5203428,-1.3710617,-0.40905243,0.054200001,3.4369113,-0.53344041,-0.24013183,0.19305076,3.7497611,299.21094,163.77551,112.85638,228.33385,124.87002,85.995987,88.546745,114,72,0,3,-9.941,-27.863831,116.9254,0,1,68,0,12,152,6,81.402,-81.403,39.130863,-39.130863,0.0072194142,0.010042725,919.79248,468.42218,203.7101,477.99536,628.92175,102.9595,0,502.08255,419.58929,0,19.760618,5.6825762,660.66876,158.4093,0.65922856,0.3866452,0.18055202,0.34077141,0.6133548,0.16021939,3011.3525,1766.1931,824.76068,1556.642,2801.8015,731.88129,0.5,1,81.402,-81.403,0.0080956239,0.012161714,0.44440347,0.26675299,0.18995053,0.55559653,0.73324704,0.365646,2030.0327,1218.5261,867.69293,2537.9619,3349.4683,1670.2689,61,0,12,0.0080956239,0.012161714,1,-15.1623,1089.3986,294.29086,1274.5839,515.86304,39.513382,163.77002,0,627.31323,754.73621,409.29257,115.65216,1097.662,156.20892,990.32452,175.70793,300.79178,1414.3953,603.1745,430.49689,1836.25,0.056014985,9.3793783,6.6652799,16.330427,4567.9946,5836.6357,529.10992,0,0,286.90784,2249.0127,679.82642,1227.0944,4541.1411,2215300,490,1562,0.4683114,0,0.99537075,1,0.5,1,0,0,3,1,4.9636822,3,0
83,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](N)CO)Cc1ccc(O)cc1)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(O)=O)C,Cosyntropin,0,451.14853,0,0,3,5,41,0,32,0,418,45,86,208,108,689.3324,1.6491206,0,0,136,0,0,210,0,40,31,0,1,0.85916275,-2.69225,-0.56643426,0.60123163,2.7498777,-2.8882556,-0.53807992,0.62280089,2.7045341,-2.4375129,-0.40661228,0.72700244,3.0028481,274.28348,96,0.44444445,33,426,28,216,8,119,0.55092591,365,0,152.9958,119.23667,84.714783,90.171867,99.216057,71.61718,42.608219,47.702282,22,0,0.76337725,75,0,-0.86279351,-0.4410809,0.082493231,3.4771376,-1.3710614,-0.40098131,0.13645583,3.3970909,-0.531896,-0.23955426,0.19305076,3.7076828,191.02777,105.17417,69.813416,147.52983,81.119331,53.798752,57.53616,71,50,0,3,-3.697,-18.475281,77.027245,0,1,51,0,9,99,6,52.004002,-52.005001,24.811211,-24.811211,0.011381475,0.015838828,642.95422,310.14465,159.66664,340.09116,359.78424,29.416998,0,380.51324,259.54492,0,19.760618,5.6825762,375.76343,103.23647,0.70739448,0.38321733,0.16228792,0.29260552,0.61678267,0.13031761,2112.6755,1144.5012,484.6825,873.88373,1842.058,389.20123,0.49333334,0.97368419,52.004002,-52.005001,0.012672102,0.01903663,0.45021468,0.25498515,0.18002695,0.54978532,0.74501485,0.36975837,1344.5928,761.5282,537.66113,1641.9664,2225.031,1104.3053,38,0,9,0.012672102,0.01903663,1,-7.9646401,778.9657,168.29871,717.7298,331.13147,28.731436,126.0332,0,450.88138,509.44696,242.66249,76.62796,596.55542,127.69938,606.83704,113.58922,267.89459,954.93738,422.50125,263.86679,1158.72,0.080695055,8.7548876,5.9771266,15.097955,2986.5591,3842.78,312.03918,0,0,189.6093,1543.6813,399.09146,763.48889,2933.491,591324,316,1010,0.67073876,1,0.99410677,1,0.6,1,1,0,3,1,6.2648454,4,0
84,Oc1ccc(cc1)C,Cresol,1,18.456345,1,1,0,0,1,0,6,0,16,1,2,8,7,20.348516,1.2717823,0,0,7,0,0,8,0,0,1,0,0,2.2646422,-2.2781928,-0.64314246,0.70280874,2.2242036,-2.1145222,-0.53807992,0.80591482,2.4045694,-1.9867636,-0.49986199,0.85431087,2.5280378,8.745656,0,0,6,16,0,8,2,0,0,10,0,5.9831276,4.7566147,4.309401,4.9831276,3.7876937,2.5449741,2.3213673,3.2103434,0,0,0.66826785,5,0,-0.7653659,-0.38192928,0.08246544,1.9880942,-0.76172304,-0.26386139,0.16445385,2.1711168,-0.47905454,-0.21605732,0.19305076,2.2799408,6.125,2.52,1.8,4.3645353,1.6948504,1.1498824,0.9246543,1,1,1,0,1.896,-1.49685,3.3481097,0,1,6,1,1,0,0,1.276,-1.276,0.62602508,-0.62602508,0.34713191,0.57478905,12.796158,25.520063,0,0,10.324173,0,0,43.257484,26.718348,0,0,0,0,7.7675405,0.85685098,0.61513734,0.061459951,0.14314902,0.38486266,0.081689075,108.29205,77.74337,7.7675405,18.091713,48.640392,10.324173,0.40000001,0.66666669,1.276,-1.276,0.35266459,0.4169279,0.85685098,0.46679804,0.061459951,0.14314902,0.53320193,0.081689075,108.29205,58.995697,7.7675405,18.091713,67.388069,10.324173,3,0,1,0.35266459,0.4169279,1,1.7006201,25.385227,0,0,0,3.185575,0,0,70.572739,0,38.569443,3.28438,0,25.385227,0,8.4290028,0,70.572739,0,33.326015,20.23,0.8112781,4,1.9905418,5.649457,126.38377,161.82135,0,0,0,0,103.30949,0,13.566921,108.14,62,7,36,0.21369882,0,0.002389607,0,0,0,0,0,0,0,0.21608843,0,1
85,O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2,Cromolyn,0,59.970688,0,0,3,5,9,0,12,0,50,5,14,34,19,76.097137,1.5219427,0,0,23,0,0,16,0,0,11,0,0,1.2479298,-2.5167823,-0.61348563,0.63695586,2.5475264,-2.6845853,-0.56480432,0.70069361,2.4671931,-2.2981112,-0.43266156,0.78908521,2.7566764,28.987312,8,0.21621622,12,53,6,37,4,8,0.21621622,35,0,24.405048,17.217993,12.610366,14.576621,16.240091,9.7832355,6.4592309,8.7491493,0,0,0.85798281,18,0,-0.78461671,-0.48807186,0.1003221,2.5711575,-0.95290941,-0.41578189,0.14311087,2.6295707,-0.52021366,-0.24597506,0.22482634,2.8321433,27.046019,12.029903,6.4783673,19.820536,8.7270193,4.6662288,5.0874763,11,3,1,1,1.251,-5.8605399,11.187133,0,1,22,0,4,8,2,6.4720001,-6.4759998,3.6508591,-3.6508591,0.086275741,0.10605723,24.509808,123.60376,4.9049287,33.834076,30.972517,0,29.416998,49.019615,24.509808,0,0,0,54.267685,33.317646,0.6376335,0.39454404,0.21448234,0.3623665,0.60545599,0.14788418,260.38199,161.11475,87.585327,147.97484,247.2421,60.389515,0.5,1,6.4720001,-6.4759998,0.10908529,0.10500309,0.52323097,0.4545646,0.20221974,0.476769,0.54543543,0.27454928,213.66496,185.62456,82.57782,194.69188,222.73228,112.11407,9,0,4,0.10908529,0.10500309,1,1.5925,69.384781,26.86615,54.193081,92.622971,54.095581,10.486856,0,141.14548,0,20.973713,11.12354,95.448868,69.384781,50.770454,44.300369,0,141.14548,68.718666,0,165.89,0.34317648,6.2094536,3.934968,9.8525724,408.35684,545.89673,32.141354,0,0,0,234.21162,51.341549,99.97596,468.37,3945,58,180,0.18350388,0,0.65285438,1,0.4,0,0,0,0,0,1.2363583,1,0
86,P(O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1c2cc(C)c(cc2nc1)C)(O[C@@H](CNC(=O)CC[C@]1(/C=2/N=C([C@]3(N=C([C@@H](CCC(=O)N)[C@]3(CC(=O)N)C)\C(=C\3/N=C(\C=C\4/N=C([C@H](CCC(=O)N)C/4(C)C)\C=2\C)[C@H](CCC(=O)N)[C@]/3(CC(=O)N)C)\C)C)[C@@H]1CC(=O)N)C)C)(O)=O,Cyanocobalamin,0,196.95578,0,0,3,5,19,0,9,0,178,11,30,90,49,291.6817,1.6386613,0,0,62,0,0,88,0,13,14,1,0,1.1183602,-2.7528286,-0.50877655,0.46501383,2.8591356,-2.7882333,-0.49722832,0.39306092,2.8624957,-2.5195007,-0.30579337,0.64014047,3.1142571,122.37421,26,0.26804122,10,185,14,97,8,27,0.2783505,161,0,66.705284,54.019337,40.197941,42.263973,41.829678,31.889366,21.353827,23.596863,14,1,0.76872611,30,0,-0.83612782,-0.41666853,0.057766128,3.7858443,-1.3711629,-0.34933645,0.016167333,3.8187938,-0.5369153,-0.21973151,0.20257588,4.0352058,75.766823,29.831024,15.723308,61.555805,24.176878,12.72204,16.535858,27,16,0,3,-3.8789999,-8.5253201,33.282368,0,1,42,0,7,31,5,18.263,-18.261,8.9363117,-8.9363117,0.046386842,0.043911342,345.85794,132.47508,18.980173,131.76729,111.29506,0,18.713068,192.89018,93.738388,15.729136,0,5.6825762,136.96045,58.082443,0.73796469,0.39858535,0.15903181,0.26203534,0.60141468,0.10300352,931.43817,503.08319,200.72546,330.73361,759.08862,130.00813,0.5,1,18.263,-18.261,0.082899854,0.043809213,0.55672348,0.21292904,0.17149377,0.44327649,0.78707099,0.27178273,702.68066,268.75302,216.45461,559.49109,993.41876,343.0365,15,0,8,0.082899854,0.043809213,0.43333334,2.67134,309.90506,66.523094,217.75327,39.365837,24.014334,81.783508,0,74.003357,213.59229,383.28101,33.353249,214.31242,157.90416,35.653934,52.92696,201.6714,277.26755,87.204315,383.28101,460.35001,0.16308148,7.5999126,4.6080441,12.712564,1262.1718,1652.6523,135.21703,0,0,112.13751,672.16998,173.89804,305.94666,1270.437,45180,174,498,0.013508976,0,0.97026724,1,0.6,1,4,1,4,1,9.5837765,4,0
87,O=C(N)C/1=NC=N\C\1=N/NN(C)C,Dacarbazine,1,24.62993,0,0,1,2,5,0,0,0,23,2,7,13,2,39.803093,1.7305694,0,0,6,0,0,10,0,6,1,0,0,2.3349576,-2.4739206,-0.2186731,0.17604104,2.3503838,-2.6449239,-0.16470465,0.26031423,2.2256517,-2.194355,0.0067013656,0.3849743,2.6322083,15.19007,3,0.23076923,0,23,4,13,4,3,0.23076923,19,0,9.8449354,7.3518033,4.0773501,4.4391575,6.1090608,3.5216582,0.5,0.66666669,0,0,0.81571329,7,0,-0.84302187,-0.36659557,-0.03139342,2.066968,-1.3705168,-0.39007878,0.030825308,1.9442457,-0.51274449,-0.10646963,0.11688253,2.3607211,11.076923,5.0242214,3.3240998,7.4192719,3.2390385,2.073792,1.8485621,7,3,1,0,-1.837,-1.0573,4.4653172,0,1,6,1,1,3,0,3.993,-3.993,1.6070615,-1.6070615,0.16900563,0.2268125,72.069695,0,25.502314,32.556591,11.190562,12.949531,0,0,0,7.6138182,9.4210396,11.365152,13.566921,6.6511192,0.72534782,0.23963147,0.15566908,0.27465218,0.76036853,0.1189831,147.16345,48.61805,31.583193,55.723286,154.26869,24.140093,0.42857143,0.75,3.993,-3.993,0.1655397,0.20035061,0.14716439,0.23963147,0.23963147,0.8528356,0.76036853,0.61320412,29.857702,48.61805,48.61805,173.02904,154.26869,124.41099,4,1,1,0.1655397,0.20035061,1,-1.6657,50.662895,13.345243,40.647747,0,0,116.02844,0,0,0,0,4.9379101,23.862217,53.235859,17.765707,0,32.897186,0,10.343451,82.579903,95.440002,0.6193822,4.7004399,2.7016766,7.0802193,202.88673,223.34686,34.353111,0,0,30.901993,67.79892,55.630161,65.255104,182.187,262,14,60,0.083717637,0,0.0017298503,0,0,0,0,0,0,0,0.08544749,0,1
88,O1[C@H](CO)[C@@H](O)C[C@@H]1N1C=NC(=NC1=O)N,Decitabine,1,29.689516,0,0,1,2,6,0,0,0,28,3,9,16,4,51.586388,1.842371,0,0,8,0,0,12,0,4,4,0,0,1.9390887,-2.5141184,-0.64163119,0.77054083,2.7546141,-2.6659803,-0.70861828,0.58031982,2.6357286,-2.3137138,-0.4828586,0.85910398,2.961282,19.952484,2,0.11764706,0,29,3,17,4,2,0.11764706,26,0,11.706742,8.3535299,4.7236147,5.0080719,7.6133924,4.7657323,1.5580782,1.5580782,3,0,0.87135535,9,0,-0.82152557,-0.43681189,0.16819723,2.4773188,-1.3703874,-0.48924801,0.054200001,2.3823564,-0.52682251,-0.21912231,0.24972466,2.6972954,12.456747,5.1041665,2.6514049,9.6699753,3.8895316,1.9924401,2.3507297,8,4,1,0,-1.239,-0.63846999,5.1696649,0,1,11,1,2,3,0,5.0819998,-5.0819998,2.3577437,-2.3577437,0.15040672,0.16641659,17.232086,41.183151,39.803181,17.238026,36.329918,0,17.440542,0,0,0,5.6825762,19.249496,0,24.689957,0.55352801,0.22674102,0.20077527,0.44647196,0.77325898,0.24569671,121.13902,49.622028,43.939453,97.709915,169.22691,53.770462,0.44444445,0.80000001,5.0819998,-5.0819998,0.16548602,0.16725698,0.19568019,0.22674102,0.22674102,0.8043198,0.77325898,0.57757878,42.824402,49.622028,49.622028,176.02454,169.22691,126.4025,5,0,2,0.16548602,0.16725698,1,-1.7668,83.667641,9.853363,46.762539,20.926258,0,33.57106,0,0,18.868406,23.862217,5.3720002,34.862103,87.465828,0,18.977119,32.897186,18.868406,27.655308,16.78553,120.74,0.56510133,5.0874629,2.8651621,7.6967945,218.84894,261.90002,27.435829,0,0,17.742489,54.784008,70.862167,72.312157,228.20799,434,23,82,0.010671669,0,0.015146083,0,0,0,0,0,0,0,0.025817752,0,1
89,O=C/1C=CC=C\C\1=C/1\N\C(\NN\1c1ccc(cc1)C(O)=O)=C\1/C=CC=CC/1=O,Deferasirox,1,53.469894,0,0,3,4,4,0,6,0,43,4,8,28,16,69.732475,1.6216854,0,0,21,0,0,15,0,3,4,0,0,1.4808099,-2.3232627,-0.60940385,0.63201851,2.4260073,-2.4509184,-0.53861356,0.68416917,2.4152985,-1.977614,-0.41841856,0.77277207,2.7622232,21.252106,2,0.064516127,6,46,9,31,1,2,0.064516127,31,0,19.672998,14.547376,11.428204,13.681434,13.541714,8.4828672,6.2260675,8.9326534,0,0,0.77795869,12,0,-0.81827152,-0.47323492,0.082250796,2.5878615,-1.1716897,-0.35252735,0.16445385,2.6279581,-0.4510377,-0.22803271,0.19871898,2.8953903,21.240376,9.4276857,4.6944447,13.640625,5.945353,2.9222438,2.896369,7,3,1,0,3.747,-4.9153199,10.161427,0,1,25,1,4,3,0,5.4299998,-5.4320002,2.3053973,-2.3053973,0.12632833,0.1420534,8.9080906,77.982834,17.238026,16.917038,10.324173,14.708499,0,98.03923,49.019615,0,0,4.0122457,40.700764,7.7675405,0.77572578,0.57734078,0.1518455,0.22427422,0.42265925,0.072428718,268.10483,199.5394,52.480549,77.513222,146.07866,25.032671,0.5,1,5.4299998,-5.4320002,0.11675875,0.11966126,0.67690265,0.57734078,0.1518455,0.32309738,0.42265925,0.17125186,233.94977,199.5394,52.480549,111.66828,146.07866,59.187737,6,0,4,0.11675875,0.11966126,1,2.1124001,38.900772,19.120686,47.724434,25.385227,27.047791,11.02699,0,211.71822,0,2.7567475,10.27777,71.586647,0,64.285995,14.212565,2.7567475,211.71822,19.120686,0,98.739998,0.39893496,5.9541965,3.3800168,9.3514795,345.61807,479.93292,27.133842,0,0,15.103616,203.0271,54.006664,69.3713,373.36798,1976,46,150,0.14468233,0,0.080330066,0,0.2,0,0,0,0,0,0.42501241,0,1
90,O(CC)C(=O)[C@@H](N[C@H](C(=O)N(CC(O)=O)C1Cc2c(C1)cccc2)C)CCc1ccccc1,Delapril,1,73.307373,0,0,2,3,5,0,12,0,65,3,8,33,23,95.632835,1.4712744,0,0,26,0,0,32,0,2,5,0,0,1.6104635,-2.6558514,-0.52367014,0.58209115,2.6861346,-2.8366117,-0.47233596,0.63614577,2.626179,-2.3966124,-0.39578745,0.72089404,2.9500017,42.412624,12,0.34285715,12,67,3,35,7,13,0.37142858,52,0,23.794317,19.198265,16.170843,17.802753,15.884249,11.442962,8.7388,10.775188,2,0,0.71962988,15,0,-0.83043671,-0.38718474,0.066168845,2.8921509,-1.1550095,-0.32657063,0.11834682,2.8669217,-0.52315444,-0.20992354,0.1734421,3.1369729,27.585306,13.921231,8.2734842,21.385361,10.701062,6.3204722,6.9347301,7,2,1,0,3.642,-4.5268698,12.791277,0,1,16,0,3,11,2,6.132,-6.132,2.8822784,-2.8822784,0.096914619,0.11446971,62.861366,89.489388,21.811338,0,23.273705,29.416998,0,78.926224,110.29414,0,0,0,40.837654,10.271297,0.77781761,0.51442319,0.10939834,0.22218242,0.48557681,0.11278407,363.38245,240.32932,51.108952,103.79965,226.8528,52.690701,0.46666667,0.875,6.132,-6.132,0.10746901,0.14677104,0.67892569,0.35966426,0.10939834,0.32107431,0.64033574,0.21167594,317.18195,168.0287,51.108952,150.00017,299.15341,98.891212,8,0,3,0.10746901,0.14677104,1,2.6095099,18.01075,23.874025,94.53244,64.75106,9.5567245,56.605217,0,158.78867,18.868406,66.652031,12.47685,82.58654,3.1243138,43.395977,21.50263,0,234.26228,60.115547,66.652031,95.940002,0.3442024,6.129283,3.6968863,9.8231344,467.1821,628.86633,27.133842,0,0,0,333.40958,44.870285,59.95026,452.55099,3353,48,164,0.062385917,0,0.855744,1,0.8,1,1,0,2,1,4.7181301,3,1
91,Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(=O)\C(=C(\O)/N)\C(=O)[C@H]4N(C)C)C3=O)[C@@H]2O)c(O)cc1,Demeclocycline,1,61.758652,0,0,3,4,9,0,6,0,53,9,18,32,18,93.102455,1.7566501,0,0,21,1,0,21,0,2,8,0,0,1.793342,-2.7676146,-0.59763348,0.6181671,2.8484485,-2.883296,-0.58060169,0.64988273,2.7972963,-2.5365615,-0.40975264,0.81764519,3.0743029,27.571346,1,0.028571429,6,56,5,35,4,1,0.028571429,45,0,23.858925,17.790478,12.171208,13.281574,14.849872,10.071794,6.2985473,7.6656852,5,0,0.86647433,11,0,-0.84903777,-0.45399493,0.067154638,3.067162,-1.3397619,-0.37598574,0.077735476,3.0500009,-0.52285057,-0.24630754,0.25982675,3.3088408,25.103674,8.5872574,3.4482758,20.777397,7.0616903,2.8228033,4.5851111,10,7,1,1,0.014,-2.7986,11.007153,0,1,22,0,4,2,3,7.1110001,-7.1110001,3.488173,-3.488173,0.062611833,0.11080565,53.799225,42.029472,32.396095,8.458519,68.537903,0,0,79.688499,29.581947,0,0,0,47.351883,38.8377,0.61383897,0.48781925,0.2151076,0.38616103,0.51218075,0.17105344,245.95377,195.46002,86.189583,154.72748,205.22122,68.537903,0.45454547,0.83333331,7.1110001,-7.1110001,0.069610462,0.12656447,0.41361794,0.36113098,0.2151076,0.58638209,0.63886899,0.37127447,165.72894,144.69841,86.189583,234.9523,255.98283,148.76271,6,0,4,0.069610462,0.12656447,0.4375,0.20379999,109.05286,20.187147,75.568619,50.770454,15.192742,76.980125,3.5006065,40.529797,25.337055,44.392071,11.06214,71.586647,79.279991,59.592045,36.751553,38.140617,54.154774,17.062834,104.94302,181.62,0.3597711,6.129283,3.2246816,9.7660599,400.68124,536.49365,0,0,0,17.742489,194.65245,38.325089,126.27785,464.858,2388,75,184,0.31177482,0,0.34926072,0,0.1,0,0,0,0,0,0.76103556,0,1
92,O(C)c1c(OC)cc(cc1OC)C(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O,Deserpidine,0,90.274132,0,0,3,4,7,0,15,0,80,1,8,42,30,120.333,1.5041625,0,0,32,0,0,38,0,2,8,0,0,1.1854308,-2.8980975,-0.56204683,0.52542943,2.8961751,-2.9231892,-0.45706281,0.61442,2.8919868,-2.6560757,-0.35652441,0.67258215,3.1297324,57.593864,7,0.14893617,16,85,2,47,4,9,0.19148937,67,0,29.542877,24.676937,20.463737,22.015779,20.413279,14.369699,9.037529,10.898979,6,0,0.75008941,18,0,-0.85674506,-0.41640151,-0.0065767202,3.2449856,-0.93144929,-0.30481762,0.10585184,3.2747152,-0.5276618,-0.20039441,0.13015102,3.4818497,31.961069,13.778618,5.9976931,26.320814,11.290717,4.8977404,7.0757356,10,1,1,1,3.68822,-5.3713999,15.602212,0,1,31,0,6,8,3,6.02,-6.0240002,3.5694056,-3.5694056,0.082452744,0.10545296,222.4306,117.53362,25.375559,8.6190128,0,29.416998,0,65.077194,36.764713,0,0,0,27.133842,15.159428,0.86902499,0.26325533,0.077246435,0.13097504,0.7367447,0.053728603,475.80069,144.13518,42.29327,71.710266,403.37579,29.416998,0.5,1,6.02,-6.0240002,0.10946844,0.13446215,0.54115862,0.23980057,0.089232787,0.45884141,0.76019943,0.36960861,296.29025,131.29344,48.85593,251.2207,416.21753,202.36476,9,0,6,0.10946844,0.13446215,0.61904764,4.2579699,32.999664,18.615242,86.584709,36.879158,46.222504,195.78775,0,110.57621,41.718781,15.730285,15.42462,80.724098,36.123978,30.017918,41.777451,4.7171016,162.46432,52.370083,176.91934,108.55,0.3002032,6.5545888,3.9001725,10.506742,547.51099,771.45734,37.148865,0,0,5.6825762,436.81009,34.424511,42.831444,578.66199,5996,82,232,0.34877703,0,0.83831185,1,0.7,1,4,1,4,1,9.8870888,4,0
