Index,mol_min,Chemical name,DILI_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_Sum_float,Transporter_binary_score,Binary_Characterization
286,OC(=O)CCCc1ccccc1,Sodium phenylbutyrate,1,27.205517,1,0,0,1,2,0,6,0,24,2,4,12,9,31.800268,1.3250113,0,0,10,0,0,12,0,0,2,0,0,1.9952642,-2.5198531,-0.56160945,0.61902255,2.5219281,-2.4538267,-0.49749407,0.72024673,2.5987144,-2.2804005,-0.42652762,0.75969911,2.7625844,14.076484,4,0.33333334,6,24,1,12,4,4,0.33333334,17,0,8.8115549,6.8635335,6.0080719,6.8115549,5.7876935,4.0455213,3.6177905,4.6329932,0,0,0.69493246,8,0,-0.77127862,-0.41079915,0.082106143,2.2539954,-0.8725825,-0.29126349,0.14700493,2.3617437,-0.51871085,-0.22237411,0.19672312,2.5136502,10.083333,5.6122451,4.5918369,7.4624853,4.0270343,3.215132,2.504307,2,1,1,0,2.201,-1.8128901,4.8627081,0,1,6,1,1,4,0,2.1140001,-2.1140001,1.0129637,-1.0129637,0.25627521,0.32702786,34.293629,21.326929,0,0,10.324173,14.708499,0,19.611166,61.274521,0,0,0,13.566921,7.7675405,0.74645227,0.55896682,0.11666247,0.25354776,0.44103321,0.13688527,136.50624,102.22015,21.334461,46.367134,80.653229,25.032671,0.5,1,2.1140001,-2.1140001,0.31173131,0.30747399,0.74645227,0.46380463,0.11666247,0.25354776,0.53619534,0.13688527,136.50624,84.81752,21.334461,46.367134,98.055855,25.032671,4,0,1,0.31173131,0.30747399,1,2.0938699,0,7.7454643,23.862217,25.385227,3.185575,18.868406,0,88.215919,37.736813,0,4.70158,23.862217,0,25.385227,3.185575,0,144.82114,7.7454643,0,37.299999,0.65002245,4.5849624,2.8430476,6.8023958,182.87338,236.2877,0,0,0,0,128.6765,14.708499,27.133842,164.20399,233,11,52,0.17200486,0,0.081467345,0,0,0,0,0,0,0,0.25347221,0,1
287,O1[C@H]2[C@H](O[C@@H]3O[C@@H](CC(=O)[C@]13O)C)[C@@H](O)[C@H](NC)[C@H](O)[C@@H]2NC,Spectinomycin,1,48.457031,0,0,3,5,9,0,0,0,47,5,14,23,11,76.072121,1.6185558,0,0,14,0,0,24,0,2,7,0,0,1.9085897,-2.8315003,-0.55223036,0.6033175,2.8876503,-3.0522342,-0.57105941,0.51056576,2.6826761,-2.6149738,-0.41005924,0.69947028,3.0866668,34.262966,2,0.079999998,0,49,1,25,4,2,0.079999998,48,0,16.938793,13.300543,9.3259087,9.4032593,10.828753,7.7819414,3.8778272,3.9711971,9,0,0.81957197,9,0,-0.84464961,-0.42117536,0.080898322,2.9847124,-1.1602154,-0.4424856,0.0011429336,2.8422856,-0.52214259,-0.23862317,0.1602391,3.1818931,17.811199,6.3786983,2.7085257,17.102724,6.1132369,2.5920446,4.545783,9,5,1,0,-2.046,0.13158999,7.7116628,0,1,16,1,3,4,1,6.0900002,-6.0900002,3.1270216,-3.1270216,0.08982455,0.12424707,55.62056,50.224865,31.952812,8.458519,42.127426,1.1085443,0,65.22506,0,0,0,0,13.566921,31.087671,0.70641726,0.36703336,0.1491607,0.29358274,0.63296664,0.14442204,211.48181,109.87965,44.654591,87.890564,189.49272,43.23597,0.44444445,0.80000001,6.0900002,-6.0900002,0.10197044,0.14778325,0.36239591,0.1491607,0.1491607,0.63760412,0.85083932,0.4884434,108.49133,44.654591,44.654591,190.88106,254.71779,146.22646,5,1,3,0.10197044,0.14778325,0.39130434,-2.9256001,112.17718,5.6876111,105.69556,0,0,65.794373,0,0,18.868406,33.326015,7.6363802,56.861881,76.155678,36.0215,48.833687,0,18.868406,5.6876111,99.120392,129.50999,0.45137304,5.643856,2.9681425,8.7970428,299.37238,405.5202,21.07819,0,0,0,168.70757,24.275562,73.144104,332.353,1028,48,128,0.22912928,0,0.050461736,0,0,0,1,0,0,0,1.279591,0,1
288,OC(=O)[C@H]1NC[C@H](C1)C1CCCCC1,Streptokinase,1,34.733067,1,0,0,1,3,0,0,0,33,3,6,14,10,45.700634,1.3848678,0,0,11,0,0,19,0,1,2,0,0,1.8186942,-2.8282816,-0.52767229,0.55741572,2.8247218,-2.7266588,-0.47921029,0.60953885,2.9098008,-2.5751262,-0.39588454,0.66728145,3.0785737,22.388933,2,0.13333334,0,34,1,15,3,2,0.13333334,33,0,9.9662552,8.5372601,7.1817985,7.2591486,6.7708569,5.7332096,4.66325,4.7079082,2,0,0.70252436,8,0,-0.83668613,-0.39749271,0.067916028,2.7600284,-1.1579057,-0.33207786,0.13250543,2.8177309,-0.53442162,-0.23383054,0.15489908,2.9806626,10.515555,4.6799998,2.5344,9.8207693,4.3462577,2.3435569,3.0488279,3,2,1,0,2.0469999,-2.5815301,5.5057888,0,1,11,1,2,5,0,2.1199999,-2.1199999,1.2417798,-1.2417798,0.22287124,0.26582175,68.246178,7.4113464,8.6190128,0,10.324173,14.708499,0,39.296265,26.103939,0,0,0,13.566921,7.9044313,0.76295316,0.44281384,0.10944678,0.23704681,0.55718619,0.12760003,149.67674,86.871559,21.471352,46.504025,109.3092,25.032671,0.5,1,2.1199999,-2.1199999,0.31084907,0.4245283,0.63573736,0.10944678,0.10944678,0.36426264,0.89055324,0.25481585,124.71944,21.471352,21.471352,71.461319,174.70941,49.989971,4,0,2,0.31084907,0.4245283,0,1.6294,18.01075,7.7454643,27.844185,43.824806,8.8215923,0,0,0,113.21043,0,5.41085,23.862217,0,52.217567,3.9819686,0,113.21043,26.185041,0,49.330002,0.61744827,4.9068904,2.7862487,7.2895646,196.18077,280.81302,0,0,0,0,126.26711,14.708499,32.816418,197.278,311,17,70,0.38831693,0,0.010286512,0,0,0,0,0,0,0,0.39860344,0,1
289,O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H](NC)[C@@H]1O[C@@H]1[C@@](O)(C=O)[C@@H](O[C@H]1O[C@@H]1[C@@H](\N=C(\N)/N)[C@H](O)[C@@H](\N=C(\N)/N)[C@H](O)[C@H]1O)C,Streptomycin,0,80.288925,0,0,3,5,15,0,0,0,79,12,27,40,16,136.9583,1.7336493,0,0,21,0,0,39,0,7,12,0,0,1.9215147,-2.7558362,-0.56873137,0.63114846,2.8646824,-2.9646323,-0.62954217,0.51232654,2.6645386,-2.5507896,-0.41766742,0.74956763,3.0501702,51.917072,9,0.21428572,0,81,3,42,4,9,0.21428572,78,0,30.101564,21.742926,12.867361,13.151818,18.707869,12.377427,5.5182905,5.583169,15,0,0.852036,15,0,-0.84287369,-0.43454528,0.11507112,3.1576278,-1.385445,-0.49456924,0.054200001,3.0158255,-0.52740026,-0.22799084,0.23276901,3.353982,34.489796,14.188965,7.0587926,30.497648,12.505544,6.2071171,9.5347414,19,16,0,3,-6.5082598,0.28092,12.978786,0,1,19,0,3,14,5,13.262,-13.262,6.6923718,-6.6923718,0.031520598,0.058628868,25.592316,91.24836,58.415749,141.12996,72.269211,0,0,41.986366,0,0,0,11.365152,13.566921,91.129173,0.65551609,0.28909218,0.21229297,0.34448391,0.71090782,0.13219094,358.37274,158.04761,116.06125,188.33046,388.65558,72.269211,0.46666667,0.875,13.262,-13.262,0.042225908,0.067863069,0.21373856,0.21229297,0.21229297,0.78626144,0.78770703,0.57396847,116.85155,116.06125,116.06125,429.85165,430.64197,313.79041,8,1,3,0.042225908,0.067863069,0.82499999,-8.1611004,327.29608,3.7981856,175.22374,20.926258,0,66.468246,0,0,0,33.326015,13.29189,67.861771,211.26764,18.01075,87.216751,131.58875,0,24.724443,86.368423,336.42999,0.29692331,6.3923173,3.6811557,10.401274,546.70319,682.57678,34.947098,0,0,70.969955,181.59172,82.838623,206.56808,581.58002,4989,76,210,0.06545116,0,0.46063912,0,0,0,0,0,0,0,0.52609026,0,0
290,c1ccccc1C=C,Styrene,1,19.414345,1,1,0,0,0,0,6,0,16,0,0,8,8,16,1,0,0,8,0,0,8,0,0,0,0,0,2.199559,-2.1959975,-0.64858115,0.69801801,2.1236959,-2.0002017,-0.53807992,0.80591482,2.3199019,-1.8503281,-0.49986199,0.85431087,2.4764919,8.745656,1,0.125,6,16,1,8,2,1,0.125,9,0,5.8199911,4.6712084,4.6712084,5.8199911,3.9318516,2.6076071,2.6076071,3.9318516,0,0,0.60614592,5,0,-0.75875127,-0.38896421,0.079684861,1.9475937,-0.55613577,-0.26386139,0.16445385,2.1311169,-0.40214309,-0.21605732,0.19305076,2.2713077,6.125,3.1111112,1.8,3.8629739,1.8101918,0.97422338,0.87409049,0,0,1,0,3.0818,-2.48157,3.6039026,0,1,7,1,1,1,0,1.228,-1.228,0.47875917,-0.47875917,0.13021897,0.20497927,0,34.123089,0,0,0,0,0,2.2085397,95.830688,0,0,0,0,0,1,0.74180925,0,0,0.25819075,0,132.16232,98.03923,0,0,34.123089,0,0.40000001,0.66666669,1.228,-1.228,0.12214984,0.24429968,0.83125848,0.72509843,0.16874149,0.16874149,0.27490157,0,109.86105,95.830688,22.301268,22.301268,36.331627,0,3,0,1,0.12214984,0.24429968,1,2.3296001,0,0,0,0,3.185575,0,0,88.215919,17.643185,32.100792,3.6533,0,0,0,3.185575,0,88.215919,17.643185,32.100792,0,0.8112781,4,2.0596514,5.6422834,132.16232,171.8266,0,0,0,0,126.46796,0,0,104.152,64,7,34,0.29005221,0,0.0061062989,0,0,0,0,0,0,0,0.29615849,0,1
291,S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C/2\C=C(C(O)=O)C(=O)C=C\2)cc1,Sulfasalazine,1,52.325104,0,0,3,5,7,0,12,0,42,4,11,28,14,78.506073,1.8691922,0,0,18,0,0,14,0,4,5,0,1,1.3801115,-2.3330562,-0.63000792,0.71746713,2.4264545,-2.431891,-0.5634039,0.7732957,2.4104154,-1.9923071,-0.4835954,0.85413158,2.7683034,26.336899,6,0.2,12,44,5,30,3,6,0.2,27,0,20.148054,15.050232,9.850853,11.819627,13.348174,9.3836956,5.0980763,7.3409014,0,0,0.8461833,16,0,-0.87272215,-0.45362526,0.10921612,2.4305019,-0.94346178,-0.40814891,0.15484875,2.4874969,-0.40481591,-0.21086127,0.21838388,2.7310727,22.68,10.346939,6.4975009,16.277859,7.3276615,4.5578914,4.2599516,9,3,1,0,3.651,-3.75003,10.190364,0,1,19,1,3,5,1,6.8829999,-6.8839998,2.4266169,-2.4266169,0.12343349,0.18131384,42.399921,64.44635,0,27.183142,10.324173,18.893101,0,61.274521,53.510628,34.546043,13.296394,0,27.133842,13.450116,0.80952471,0.55452853,0.11074648,0.19047527,0.44547147,0.079728797,296.65701,203.21155,40.583958,69.801231,163.24669,29.217274,0.5,1,6.8829999,-6.8839998,0.2102281,0.10996514,0.54387343,0.58713388,0.24130008,0.45612657,0.41286615,0.21482651,199.3069,215.16003,88.426399,167.15134,151.29819,78.724937,8,1,3,0.2102281,0.10996514,1,1.8002,0,115.44027,54.365173,25.385227,0,21.399317,0,193.64619,0,5.0846677,10.2411,95.896118,33.448536,26.935961,3.185575,39.377895,193.64619,16.189823,6.6407428,137.82001,0.38983503,5.9068904,3.8178589,9.2752714,366.45822,470.81879,60.687061,0,0,17.496246,191.47714,51.162743,105.31715,398.39899,2428,42,144,0.21629107,0,0.14865243,0,0.1,0,0,0,0,0,0.4649435,0,1
292,Fc1cc\2c(NC(=O)/C/2=C/c2[nH]c(C)c(C(=O)NCCN(CC)CC)c2C)cc1,Sunitinib,1,63.284412,0,0,2,3,3,0,11,0,56,3,6,29,21,88.72242,1.5843289,0,0,22,0,1,27,0,4,2,0,0,1.5433013,-2.681778,-0.48516566,0.49014807,2.5754809,-2.7913547,-0.35873443,0.56929249,2.5205898,-2.3993621,-0.26473621,0.68735892,2.8499737,36.595589,7,0.22580644,11,58,3,31,7,8,0.25806451,44,0,21.129028,17.279503,14.137828,15.430357,13.849774,9.8790646,6.7295976,8.351737,0,0,0.72914791,15,0,-0.85954738,-0.39910302,0.010490202,2.6894245,-1.1614857,-0.27644539,0.12266264,2.7318184,-0.52169383,-0.1759772,0.15979221,2.9712179,23.658689,10.543388,5.4375181,17.458506,7.6895647,3.9314985,4.629252,6,3,1,0,2.734,-4.0560999,11.173675,0,1,16,1,3,7,0,4.7810001,-4.7820001,2.3590207,-2.3590207,0.10895856,0.15165101,127.30001,28.178175,9.0208454,25.857038,0,25.899061,0,115.10816,37.495354,0,0,11.908636,27.133842,0.41067299,0.83994532,0.47036767,0.096625052,0.16005467,0.52963233,0.063429616,342.95959,192.05667,39.453152,65.352211,216.25513,25.899061,0.46666667,0.875,4.7810001,-4.7820001,0.14975947,0.16938519,0.66047376,0.26538688,0.083532177,0.33952627,0.73461312,0.25599408,269.67923,108.3606,34.107174,138.63257,299.9512,104.5254,8,0,3,0.14975947,0.16938519,1,3.33494,18.01075,31.652632,49.768764,73.758316,38.932438,0,0,56.115128,17.643185,151.02092,11.32886,47.724434,18.084427,43.917297,15.07022,23.953074,52.929554,101.91907,133.30406,77.230003,0.3796615,5.9541965,3.702301,9.4062195,408.3118,546.50366,27.133842,0,0,17.047728,311.9281,25.899061,44.181568,398.48199,2452,46,150,0.064524345,0,0.44901034,0,0.5,1,1,0,0,0,2.0135348,1,1
293,n1c2c(CCCC2)c(N)c2c1cccc2,Tacrine,1,34.4151,1,1,0,0,1,0,10,0,29,1,2,15,13,37.472763,1.2921642,0,0,13,0,0,14,0,2,0,0,0,1.778096,-2.6393843,-0.58502841,0.59993923,2.6042936,-2.5500865,-0.46015286,0.711649,2.7096522,-2.3851342,-0.38255352,0.80871958,2.8660018,15.964898,0,0,11,31,0,17,2,0,0,20,0,10.250712,8.6623917,7.6378284,8.5436058,7.3601732,5.5203457,4.7844572,5.9663267,0,0,0.68297124,7,0,-0.80916327,-0.41988534,0.044248618,2.5268776,-1.3345171,-0.28637826,0.15034877,2.6550434,-0.52265352,-0.19184518,0.22830662,2.8186338,10.173011,4.1076388,1.7439446,7.2818041,2.8627274,1.1889281,1.3897214,2,2,1,0,2.4430001,-2.7831099,6.1108861,1,1,16,1,3,1,0,2.2639999,-2.2639999,0.89856797,-0.89856797,0.13793764,0.33549169,49.730728,23.761095,17.238026,0,0,0,0,49.268696,36.764713,0,0,0,5.6825762,6.6511192,0.93477583,0.52019399,0.065224186,0.065224186,0.47980598,0,176.76326,98.367104,12.333695,12.333695,90.729851,0,0.42857143,0.75,2.2639999,-2.2639999,0.17667845,0.3975265,0.80818689,0.33613366,0.065224186,0.1918131,0.66386634,0.12658891,152.82568,63.561852,12.333695,36.271271,125.5351,23.937576,4,0,3,0.17667845,0.3975265,1,2.69574,32.897186,16.78553,0,0,5.9423227,37.736813,0,75.289841,37.736813,2.7567475,6.2797399,0,16.78553,0,5.9423227,7.4738488,178.94354,0,0,38.91,0.61261392,5.0874629,2.553652,7.5372267,189.09695,290.30359,5.6825762,0,0,17.742489,150.98369,0,23.425066,198.269,326,25,82,0.10739113,0,0.063599363,0,0,0,0,0,0,0,0.1709905,0,1
294,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(/C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)\C)CC=C,Tacrolimus,1,134.17271,0,0,3,5,11,0,0,0,126,3,14,57,39,174.41454,1.3842424,0,0,44,0,0,69,0,1,12,0,0,1.7103463,-2.7902093,-0.47550935,0.51924145,2.8292644,-2.8811934,-0.42368194,0.42893934,2.8028491,-2.5703771,-0.34521177,0.6147964,3.0377088,90.82328,7,0.11666667,0,129,7,60,4,7,0.11666667,122,0,42.18914,35.393082,29.929993,31.076258,26.983057,20.886057,15.720017,17.019678,14,0,0.71982431,19,0,-0.82371378,-0.37677863,0.048212972,3.4193258,-0.98279423,-0.30315867,-0.008580978,3.420964,-0.53534335,-0.20596427,0.13635814,3.6353018,49.653332,22.904272,12.565097,44.182018,20.33662,11.139701,15.763385,13,3,0,2,4.572,-6.4347701,21.577118,0,1,38,0,3,25,4,9.3660002,-9.3660002,5.407846,-5.407846,0.054771904,0.072303794,284.5636,123.26807,16.509409,0,32.081062,36.11655,0,126.71703,95.216286,22.301268,0,0,54.267685,35.8214,0.80856949,0.40432808,0.10895294,0.19143052,0.59567189,0.082477584,668.57562,334.32367,90.089088,158.2867,492.53867,68.197609,0.42105263,0.72727275,9.3660002,-9.3660002,0.070360877,0.072603032,0.56958491,0.18572879,0.18572879,0.43041509,0.81427121,0.24468631,470.96832,153.57214,153.57214,355.89404,673.29022,202.32188,11,1,4,0.070360877,0.072603032,0.47368422,4.6389999,76.155678,27.503784,199.71082,18.439579,22.05398,112.52275,0,52.929554,207.55246,198.73087,21.259239,150.4483,79.279991,22.05398,55.633663,0,260.48203,42.819046,304.88248,178.36,0.22805569,6.9068904,3.9525137,11.446915,826.86237,1116.9822,64.282707,0,0,0,606.41339,48.18737,104.98347,804.03101,12629,105,292,0.64778852,1,0.92598969,1,0.7,1,4,1,4,1,10.273778,5,1
295,O(C[C@@H](O)CNC(C)(C)C)c1ccc(NC(=O)NC2CCCCC2)cc1,Talinolol,1,62.910168,0,0,4,5,4,0,6,0,59,4,8,26,19,84.662598,1.4349593,0,0,20,0,0,33,0,3,3,0,0,1.552214,-2.7843323,-0.51153266,0.55566233,2.7297182,-2.8412073,-0.4857564,0.57630765,2.832135,-2.5288789,-0.3740465,0.66968811,2.984834,40.929832,7,0.25925925,6,60,1,27,7,10,0.37037036,53,0,18.993353,16.177559,13.413849,14.164926,12.315482,9.5517111,6.9543605,7.7659864,1,0,0.69079769,17,0,-0.84483963,-0.3638964,0.081644222,2.6680565,-1.1647514,-0.30066961,0.12460154,2.7198379,-0.52670264,-0.20733939,0.14772448,2.9120193,22.29081,11.111111,9.6771364,18.747438,9.2765541,8.037035,6.6889091,6,4,1,0,3.0220001,-3.4957399,10.338196,0,1,12,1,2,10,0,4.3889999,-4.3899999,2.4231434,-2.4231434,0.13236405,0.16022061,112.61094,62.437828,8.6190128,17.238026,10.324173,0,17.440542,122.66528,26.103939,0,0,13.566921,0,10.68197,0.8705126,0.43072692,0.060367379,0.12948737,0.56927311,0.06911999,349.67502,173.01811,24.24889,52.013607,228.67053,27.764715,0.47058824,0.8888889,4.3889999,-4.3899999,0.15721121,0.20501138,0.7160359,0.18240124,0.060367379,0.2839641,0.81759876,0.22359672,287.62347,73.268509,24.24889,114.06516,328.42014,89.816261,9,0,2,0.15721121,0.20501138,1,3.2686,72.406616,22.840708,10.450618,39.365837,0,0,0,70.572739,94.342026,131.84044,10.47269,23.862217,36.385113,36.0215,15.694046,20.767498,164.91476,44.195793,99.978043,82.620003,0.40176207,5.7548876,3.9000938,9.0455046,401.68863,526.20612,16.070677,0,0,11.365152,303.17593,17.440542,46.685326,363.50198,2175,31,126,0.1027742,0,0.35568491,0,0.3,0,0,0,0,0,0.75845909,0,1
296,Oc1cc(ccc1)[C@@H]([C@H](CN(C)C)C)CC,Tapentadol,1,41.878239,0,0,1,2,2,0,6,0,39,1,3,16,14,48.785793,1.2509178,0,0,14,0,0,23,0,1,1,0,0,2.5201724,-2.7388082,-0.25906774,0.26952311,2.6729524,-2.7302547,-0.20350692,0.30633664,2.7636218,-2.4734976,-0.068154983,0.37877405,2.9362879,27.12376,5,0.3125,6,39,0,16,8,5,0.3125,33,0,12.129392,10.772742,9.878315,10.552042,7.5409126,5.978591,4.5443292,5.4006133,2,0,0.63109785,8,0,-0.86359841,-0.33227473,-0.061114106,2.6709046,-0.9543696,-0.25079823,0.01914583,2.7729599,-0.52781254,-0.12482797,0.047604572,2.9178023,14.0625,6.6666665,4.4236112,12.021921,5.6353893,3.7077601,4.2342629,2,1,1,0,3.3840001,-2.3898301,6.8732309,0,1,6,1,1,5,0,2.086,-2.086,1.1239209,-1.1239209,0.19335294,0.32015041,89.969276,25.520063,0,0,10.324173,0,0,81.897041,62.005161,0,0,0,0,7.7675405,0.93480068,0.54659063,0.027992826,0.065199301,0.45340937,0.037206471,259.39154,151.66974,7.7675405,18.091713,125.81351,10.324173,0.5,1,2.086,-2.086,0.21572387,0.38830298,0.71976179,0.21260993,0.027992826,0.28023824,0.78739005,0.2522454,199.72183,58.995697,7.7675405,77.761414,218.48755,69.993874,4,0,1,0.21572387,0.38830298,0,3.0834999,25.385227,3.1243138,0,18.439579,7.5963712,65.794373,4.4107962,70.572739,18.868406,71.895454,6.8856802,0,28.509541,4.4107962,12.839799,0,89.441139,18.439579,132.44641,23.469999,0.54356444,5,2.8484273,7.7130194,277.48325,350.72849,0,0,0,0,241.04195,0,13.566921,221.34399,448,21,74,0.29012093,0,0.037737601,0,0,0,0,0,0,0,0.32785854,0,1
297,P(CCOCC)(CCOCC)CCP(CCOCC)CCOCC,Technetium tc 99m tetrofosmin,0,68.819717,0,0,3,4,4,0,0,0,64,0,4,24,18,86.064224,1.3447535,0,0,18,0,0,40,0,0,4,2,0,4.2140741,-2.6969478,-0.15913625,0.055688195,2.6788099,-2.6717889,0.026863819,0.123,2.8102109,-2.383482,0.1057,0.10710008,3.0219893,62.612282,19,0.82608694,0,63,0,23,15,19,0.82608694,63,0,17.882622,18.215769,13.899495,13.899495,11.777917,13.329928,5.3284273,5.3284273,0,0,0.69041014,13,0,-0.82384008,-0.32813185,-0.1043118,2.7908869,-0.88023061,-0.19271269,-0.037,2.8853607,-0.52063161,-0.097367786,-0.054299999,3.0624435,24,19.326389,16.2624,27.518478,22.292767,18.839201,25.560959,4,0,1,0,-0.168,-0.79233998,11.134774,0,1,0,1,0,19,1,3.2420001,-3.2420001,2.0200393,-2.0200393,0.05329543,0.18836623,221.97961,68.246178,20.475479,0,0,0,0,115.87801,20.443653,0,0,0,0,10.015024,0.97808713,0.32018498,0.021912895,0.021912895,0.67981499,0,447.02292,146.33669,10.015024,10.015024,310.70126,0,0.46153846,0.85714287,3.2420001,-3.2420001,0.086366437,0.17273287,0.671579,0.066713288,0.066713288,0.32842097,0.93328673,0.26170769,306.9371,30.490503,30.490503,150.10085,426.54745,119.61034,7,1,0,0.086366437,0.17273287,1,4.0962,0,0,43.99955,263.64551,0,0,0,0,0,180.60121,10.9014,43.99955,0,0,0,0,0,263.64551,180.60121,64.099998,0.40168962,5.523562,3.5754223,8.8910675,457.03796,553.96344,10.015024,0,0,0,398.07565,20.475479,10.015024,382.46201,1650,25,94,0.32719007,0,0.0092087258,0,0.6,1,0,0,1,0,1.9363987,1,0
298,OCc1cc\2c(N=C/C/2=C\NN\C(=N\CCCCC)\N)cc1,Tegaserod,1,49.798241,0,0,2,4,3,0,6,0,45,4,7,22,14,67.481827,1.4995961,0,0,16,0,0,23,0,5,1,0,0,1.605953,-2.6158631,-0.57089621,0.6315431,2.5644698,-2.7109425,-0.51833248,0.64456499,2.7008522,-2.3705971,-0.43254411,0.80187458,2.8105493,27.12376,7,0.30434781,6,46,3,23,6,8,0.34782609,37,0,15.786246,12.841276,9.9222851,10.957819,10.740713,7.5412626,5.1260443,6.2315116,0,0,0.70547146,15,0,-0.85794312,-0.40294513,0.084621981,2.441478,-1.3712473,-0.32389969,0.097917035,2.533031,-0.53013802,-0.2012604,0.19444515,2.7347956,18.340265,9.9881096,5.8641977,13.33299,7.1415386,4.1425843,4.328094,6,5,1,0,2.1459999,-3.18856,8.6940622,0,1,12,1,2,8,0,4.4629998,-4.4629998,2.1253531,-2.1253531,0.098735124,0.18369469,89.489708,60.039318,0,34.476051,26.005747,0,0,35.419662,48.405209,0,0,3.8753545,15.240507,14.418659,0.81812561,0.35849136,0.10243608,0.18187442,0.64150864,0.079438344,267.82996,117.35939,33.534519,59.540268,210.01083,26.005747,0.46666667,0.875,4.4629998,-4.4629998,0.12323549,0.19045486,0.57569182,0.2793847,0.10243608,0.42430815,0.72061533,0.32187209,188.46436,91.462227,33.534519,138.90585,235.90799,105.37133,8,1,2,0.12323549,0.19045486,1,2.1012001,94.058868,1.8990928,17.214357,18.439579,6.37115,33.57106,0,73.329483,56.605217,57.009022,9.0984602,0,58.956287,35.776459,6.37115,38.839512,147.67538,20.338671,50.540371,95.029999,0.4530769,5.523562,3.644762,8.5694399,327.37021,427.22351,11.365152,0,0,36.584568,200.24208,35.981079,61.516644,301.39398,1306,28,104,0.055474967,0,0.28725469,0,0,0,0,0,0,0,0.34272966,0,1
